dataUID,date,description,link,country,competitionClass
"8cf50aef-4bfc-405e-96e8-30a2f38f1483","11 Jan-12 Jan 2020","Belgian National Championships","https://dataride.uci.org/iframe/CompetitionResults/58426?disciplineId=3",BEL,CN
"59f313de-db62-4a2c-aa81-078750f27986","11 Jan-12 Jan 2020","Austrian National Championships","https://dataride.uci.org/iframe/CompetitionResults/58568?disciplineId=3",AUT,CN
"756b4748-622a-4ff5-9703-b37969ddcd2c","11 Jan 2020","Luxembourg National Championships","https://dataride.uci.org/iframe/CompetitionResults/58570?disciplineId=3",LUX,CN
"1300bf52-6337-4e5c-b6b7-e555bd454bf0","11 Jan-12 Jan 2020","Portugese National Championships","https://dataride.uci.org/iframe/CompetitionResults/58698?disciplineId=3",POR,CN
"4ceb6034-9ee1-4050-a063-a6848a5e0974","11 Jan-12 Jan 2020","Polish National Championships","https://dataride.uci.org/iframe/CompetitionResults/59155?disciplineId=3",POL,CN
"85b4c87b-d631-4707-9332-aa1b331bce18","10 Jan-12 Jan 2020","Spanish National Championships","https://dataride.uci.org/iframe/CompetitionResults/58699?disciplineId=3",ESP,CN
"7df84cc6-cfe5-41d3-9221-402dbaae3888","05 Jan 2020","DVV Verzekeringen trofee Brussels Universities Cyclocross","https://dataride.uci.org/iframe/CompetitionResults/57827?disciplineId=3",BEL,C1
"0161d31e-1724-43c8-b472-8bba94d7e6e4","04 Jan 2020","Cyclocross Gullegem","https://dataride.uci.org/iframe/CompetitionResults/57826?disciplineId=3",BEL,C2
"26b5aa5c-707c-45b5-b8d4-a68743918d6c","04 Jan 2020","Troyes Cyclocross International","https://dataride.uci.org/iframe/CompetitionResults/57917?disciplineId=3",FRA,C2
"c9b0feee-c445-4343-a372-871fbc5a2c4b","02 Jan 2020","EKZ Cross Tour Meilen","https://dataride.uci.org/iframe/CompetitionResults/57854?disciplineId=3",SUI,C1
"3aa5659a-f24e-49ff-97fa-43b29cbfd9ce","01 Jan 2020","DVV Verzekeringen trofee GP Sven Nys","https://dataride.uci.org/iframe/CompetitionResults/57825?disciplineId=3",BEL,C1
"49e5df2a-d64a-43ae-a76a-9653940e8d9b","01 Jan 2020","Grand Prix Garage Collé","https://dataride.uci.org/iframe/CompetitionResults/57905?disciplineId=3",LUX,C2
"e884c6c4-cf99-45f1-99fc-64d0313e6439","30 Dec 2019","Cyclocross Bredene","https://dataride.uci.org/iframe/CompetitionResults/57884?disciplineId=3",BEL,C2
"7972e776-4323-46b7-9a74-f1d09a65b43c","29 Dec 2019","Telenet Superprestige Diegem","https://dataride.uci.org/iframe/CompetitionResults/57824?disciplineId=3",BEL,C1
"37629df4-1ac5-4e6f-b533-9136bd7795a6","29 Dec 2019","Cyclo-cross des Crouchaux","https://dataride.uci.org/iframe/CompetitionResults/57922?disciplineId=3",FRA,C2
